Cycle,Crack Size,da/dN,a/W,Date,Time,Pmax,Pmin,Delta P,R ratio,Kmax,Kmin,Delta K,Compliance,COD max,COD min,SP-Pmax,SP-Pmin,Step,Frequency,Baseline Pmin,Baseline Delta K, Remarks,1% Sop/Smax,2% Sop/Smax,4% Sop/Smax,1% Delta Keff,2% Delta Keff,4% Delta Keff
301704,12.698,1.88E-05,0.499,27-Dec-19,15:51:31,1.743,0.001,1.742,0.001,16.988,0.011,16.965,0.043863,0.061,-0.013,1.75,0,0,50,0,16.988,,0.166,0.222,0.281,14.172,13.212,12.213
301808,12.698,1.88E-05,0.499,27-Dec-19,15:51:33,1.748,0,1.748,0,17.052,-0.001,17.02,0.044159,0.061,-0.013,1.75,0,0,50,0,17.052,,0.224,0.247,0.292,13.231,12.847,12.079
301912,12.698,1.86E-05,0.5,27-Dec-19,15:51:36,1.752,0.001,1.751,0.001,17.098,0.011,17.048,0.043969,0.061,-0.014,1.75,0,0,50,0,17.098,,0.216,0.234,0.269,13.401,13.102,12.503
302016,12.698,1.86E-05,0.5,27-Dec-19,15:51:37,1.748,-0.001,1.748,0,17.079,-0.006,17.02,0.044246,0.061,-0.013,1.75,0,0,50,0,17.079,,0.194,0.221,0.274,13.759,13.298,12.397
302120,12.709,1.8E-05,0.5,27-Dec-19,15:51:39,1.746,0.001,1.745,0,17.084,0.005,16.995,0.044456,0.061,-0.014,1.75,0,0,50,0,17.084,,0.129,0.209,0.294,14.886,13.515,12.057
302120,12.709,1.76E-05,0.5,27-Dec-19,15:51:39,1.746,0.001,1.745,0,17.084,0.005,16.995,0.044456,0.061,-0.014,1.75,0,0,50,0,17.084,,0.129,0.209,0.294,14.886,13.515,12.057
302224,12.71,1.77E-05,0.5,27-Dec-19,15:51:42,1.747,0.001,1.745,0.001,17.093,0.013,16.995,0.044332,0.062,-0.013,1.75,0,0,50,0,17.093,,0.183,0.207,0.268,13.958,13.555,12.513
302328,12.711,1.56E-05,0.5,27-Dec-19,15:51:44,1.747,-0.001,1.748,0,17.105,-0.005,17.017,0.044446,0.062,-0.013,1.75,0,0,50,0,17.105,,0.235,0.259,0.307,13.093,12.678,11.847
302432,12.721,1.45E-05,0.501,27-Dec-19,15:51:46,1.745,0.004,1.741,0.003,17.105,0.044,16.955,0.044749,0.061,-0.013,1.75,0,0,50,0,17.105,,0.222,0.243,0.285,13.311,12.953,12.238
302432,12.721,1.46E-05,0.501,27-Dec-19,15:51:46,1.745,0.004,1.741,0.003,17.105,0.044,16.955,0.044749,0.061,-0.013,1.75,0,0,50,0,17.105,,0.222,0.243,0.285,13.311,12.953,12.238
302536,12.723,1.45E-05,0.501,27-Dec-19,15:51:48,1.752,-0.002,1.753,-0.001,17.171,-0.015,17.088,0.044547,0.062,-0.013,1.75,0,0,50,0,17.171,,0.21,0.233,0.28,13.565,13.166,12.368
302640,12.727,1.44E-05,0.501,27-Dec-19,15:51:50,1.746,0.002,1.745,0.001,17.123,0.015,17.02,0.044306,0.062,-0.013,1.75,0,0,50,0,17.123,,0.222,0.246,0.294,13.327,12.917,12.097
302744,12.727,1.46E-05,0.501,27-Dec-19,15:51:53,1.748,0.003,1.745,0.002,17.125,0.028,17.026,0.043932,0.061,-0.013,1.75,0,0,50,0,17.125,,0.213,0.228,0.258,13.475,13.22,12.71
302848,12.727,1.45E-05,0.501,27-Dec-19,15:51:55,1.748,-0.004,1.753,-0.002,17.121,-0.041,17.061,0.044425,0.062,-0.013,1.75,0,0,50,0,17.121,,0.211,0.226,0.256,13.513,13.255,12.739
302952,12.731,1.41E-05,0.501,27-Dec-19,15:51:57,1.749,0.005,1.743,0.003,17.16,0.052,17.022,0.044726,0.062,-0.013,1.75,0,0,50,0,17.16,,0.205,0.29,0,13.65,12.188,17.16
302952,12.731,1.41E-05,0.501,27-Dec-19,15:51:57,1.749,0.005,1.743,0.003,17.16,0.052,17.022,0.044726,0.062,-0.013,1.75,0,0,50,0,17.16,,0.205,0.29,0,13.65,12.188,17.16
303004,12.746,1.4E-05,0.502,27-Dec-19,15:51:58,1.745,0.001,1.744,0.001,17.149,0.009,17.041,0.044589,0.062,-0.013,1.75,0,0,50,0,17.149,,0.175,0.219,0.249,14.152,13.389,12.887
303056,12.755,1.42E-05,0.502,27-Dec-19,15:51:59,1.749,0.001,1.748,0.001,17.211,0.011,17.083,0.044844,0.062,-0.013,1.75,0,0,50,0,17.211,,0.239,0.256,0.288,13.09,12.812,12.255
303082,12.757,1.46E-05,0.502,27-Dec-19,15:51:59,1.749,0.001,1.749,0,17.219,0.006,17.09,0.04442,0.062,-0.013,1.75,0,0,50,0,17.219,,0.218,0.237,0.276,13.466,13.135,12.474
303160,12.765,1.62E-05,0.502,27-Dec-19,15:52:01,1.745,-0.004,1.749,-0.002,17.186,-0.037,17.052,0.044327,0.062,-0.013,1.75,0,0,50,0,17.186,,0.156,0.205,0.248,14.512,13.663,12.929
303264,12.765,1.72E-05,0.502,27-Dec-19,15:52:03,1.743,0.002,1.741,0.001,17.158,0.018,17.018,0.044602,0.062,-0.013,1.75,0,0,50,0,17.158,,0.223,0.24,0.276,13.338,13.035,12.429
303368,12.765,1.75E-05,0.502,27-Dec-19,15:52:05,1.744,-0.007,1.751,-0.004,17.139,-0.07,17.046,0.044861,0.062,-0.014,1.75,0,0,50,0,17.139,,0.209,0.226,0.259,13.552,13.266,12.696
303472,12.765,1.84E-05,0.502,27-Dec-19,15:52:07,1.748,0.004,1.744,0.002,17.179,0.042,17.045,0.044882,0.062,-0.013,1.75,0,0,50,0,17.179,,0.168,0.22,0,14.287,13.396,17.179
303576,12.765,1.85E-05,0.502,27-Dec-19,15:52:09,1.748,-0.002,1.749,-0.001,17.17,-0.016,17.081,0.044474,0.062,-0.013,1.75,0,0,50,0,17.17,,0.228,0.243,0.272,13.248,12.999,12.499
303680,12.765,1.92E-05,0.502,27-Dec-19,15:52:11,1.746,0.001,1.745,0.001,17.173,0.011,17.049,0.044529,0.062,-0.013,1.75,0,0,50,0,17.173,,0.216,0.246,0.306,13.469,12.949,11.911
303784,12.765,1.92E-05,0.502,27-Dec-19,15:52:13,1.747,0.003,1.745,0.002,17.2,0.026,17.052,0.044725,0.062,-0.013,1.75,0,0,50,0,17.2,,0.1,0.153,0,15.478,14.573,17.2
303888,12.765,1.97E-05,0.502,27-Dec-19,15:52:15,1.748,-0.001,1.75,-0.001,17.212,-0.013,17.086,0.044625,0.062,-0.013,1.75,0,0,50,0,17.212,,0.149,0.206,0.281,14.653,13.672,12.378
303992,12.765,1.95E-05,0.502,27-Dec-19,15:52:18,1.747,0.005,1.742,0.003,17.196,0.052,17.02,0.0446,0.062,-0.013,1.75,0,0,50,0,17.196,,0.209,0.242,0.308,13.595,13.033,11.908
304096,12.765,1.99E-05,0.502,27-Dec-19,15:52:20,1.751,0.002,1.749,0.001,17.24,0.02,17.093,0.044965,0.062,-0.014,1.75,0,0,50,0,17.24,,0.243,0.261,0.298,13.045,12.732,12.105
304200,12.765,1.96E-05,0.502,27-Dec-19,15:52:22,1.749,0,1.749,0,17.223,-0.003,17.094,0.044534,0.062,-0.013,1.75,0,0,50,0,17.223,,0.241,0.268,0,13.081,12.614,17.223
304304,12.772,2.2E-05,0.503,27-Dec-19,15:52:24,1.749,0.006,1.743,0.003,17.245,0.055,17.059,0.044905,0.062,-0.013,1.75,0,0,50,0,17.245,,0.161,0.245,0,14.463,13.017,17.245
304304,12.772,2.16E-05,0.503,27-Dec-19,15:52:24,1.749,0.006,1.743,0.003,17.245,0.055,17.059,0.044905,0.062,-0.013,1.75,0,0,50,0,17.245,,0.161,0.245,0,14.463,13.017,17.245
304408,12.779,2.14E-05,0.503,27-Dec-19,15:52:26,1.75,-0.003,1.753,-0.002,17.267,-0.03,17.121,0.045191,0.063,-0.013,1.75,0,0,50,0,17.267,,0.214,0.232,0.27,13.575,13.253,12.61
304460,12.784,2.17E-05,0.503,27-Dec-19,15:52:27,1.75,0.001,1.749,0.001,17.283,0.009,17.119,0.045043,0.062,-0.013,1.75,0,0,50,0,17.283,,0.164,0.218,0.273,14.456,13.508,12.561
304512,12.784,2.25E-05,0.503,27-Dec-19,15:52:28,1.748,-0.002,1.749,-0.001,17.254,-0.018,17.105,0.044648,0.062,-0.013,1.75,0,0,50,0,17.254,,0.136,0.195,0.27,14.908,13.891,12.595
304616,12.785,2.23E-05,0.503,27-Dec-19,15:52:30,1.752,0.007,1.745,0.004,17.296,0.072,17.08,0.044712,0.063,-0.013,1.75,0,0,50,0,17.296,,0.224,0.258,0,13.416,12.837,17.296
304720,12.785,2.28E-05,0.503,27-Dec-19,15:52:32,1.752,0.001,1.751,0.001,17.294,0.012,17.16,0.044743,0.063,-0.013,1.75,0,0,50,0,17.294,,0.221,0.242,0.286,13.474,13.101,12.354
304824,12.785,2.24E-05,0.503,27-Dec-19,15:52:34,1.749,0,1.749,0,17.254,-0.003,17.136,0.044765,0.063,-0.013,1.75,0,0,50,0,17.254,,0.214,0.232,0.267,13.57,13.26,12.639
304928,12.785,2.21E-05,0.503,27-Dec-19,15:52:37,1.751,0.002,1.749,0.001,17.278,0.016,17.144,0.044914,0.063,-0.013,1.75,0,0,50,0,17.278,,0.227,0.244,0.278,13.356,13.061,12.472
305032,12.785,2.17E-05,0.503,27-Dec-19,15:52:39,1.748,0.003,1.745,0.002,17.25,0.029,17.101,0.044649,0.063,-0.013,1.75,0,0,50,0,17.25,,0.115,0.176,0.269,15.274,14.209,12.617
305136,12.785,2.19E-05,0.503,27-Dec-19,15:52:41,1.751,0.003,1.747,0.002,17.27,0.032,17.128,0.044633,0.063,-0.013,1.75,0,0,50,0,17.27,,0.139,0.246,0.309,14.866,13.028,11.942
305240,12.785,2.15E-05,0.503,27-Dec-19,15:52:43,1.747,-0.003,1.75,-0.002,17.226,-0.027,17.123,0.045139,0.062,-0.014,1.75,0,0,50,0,17.226,,0.211,0.232,0.273,13.583,13.232,12.532
305344,12.785,2.16E-05,0.503,27-Dec-19,15:52:45,1.747,0.003,1.743,0.002,17.22,0.031,17.098,0.044774,0.063,-0.013,1.75,0,0,50,0,17.22,,0.224,0.25,0.303,13.365,12.912,12.007
305448,12.785,2.12E-05,0.503,27-Dec-19,15:52:47,1.752,0.002,1.75,0.001,17.287,0.018,17.165,0.044857,0.063,-0.013,1.75,0,0,50,0,17.287,,0.242,0.255,0.28,13.102,12.883,12.445
305552,12.785,2.11E-05,0.503,27-Dec-19,15:52:50,1.743,0,1.742,0,17.19,0.004,17.087,0.044596,0.063,-0.013,1.75,0,0,50,0,17.19,,0.123,0.216,0.286,15.067,13.483,12.266
305656,12.785,2.07E-05,0.503,27-Dec-19,15:52:52,1.747,0,1.747,0,17.249,0,17.136,0.045092,0.063,-0.013,1.75,0,0,50,0,17.249,,0.215,0.234,0.271,13.545,13.219,12.568
305760,12.79,2.07E-05,0.504,27-Dec-19,15:52:54,1.751,0,1.751,0,17.309,0.003,17.173,0.045079,0.063,-0.013,1.75,0,0,50,0,17.309,,0.126,0.254,0.302,15.12,12.918,12.084
305786,12.797,2.09E-05,0.504,27-Dec-19,15:52:54,1.751,0.002,1.749,0.001,17.321,0.019,17.164,0.045234,0.063,-0.013,1.75,0,0,50,0,17.321,,0.098,0.252,0.287,15.632,12.957,12.358
305864,12.806,2.49E-05,0.504,27-Dec-19,15:52:56,1.742,0.001,1.741,0.001,17.25,0.014,17.15,0.044905,0.063,-0.013,1.75,0,0,50,0,17.25,,0.121,0.188,0,15.16,14.009,17.25
305890,12.81,2.27E-05,0.504,27-Dec-19,15:52:56,1.747,-0.001,1.747,0,17.304,-0.008,17.21,0.045288,0.063,-0.013,1.75,0,0,50,0,17.304,,0.238,0.255,0,13.185,12.89,17.304
305968,12.81,2.21E-05,0.504,27-Dec-19,15:52:58,1.752,0.002,1.75,0.001,17.36,0.024,17.242,0.044951,0.063,-0.014,1.75,0,0,50,0,17.36,,0.229,0.25,0.293,13.392,13.018,12.269
306072,12.81,2.24E-05,0.504,27-Dec-19,15:53:00,1.752,0.001,1.751,0.001,17.319,0.011,17.256,0.044686,0.063,-0.013,1.75,0,0,50,0,17.319,,0.179,0.216,0.26,14.211,13.576,12.811
306176,12.81,2.18E-05,0.503,27-Dec-19,15:53:02,1.752,0.003,1.749,0.002,17.291,0.028,17.237,0.045107,0.063,-0.013,1.75,0,0,50,0,17.291,,0.158,0.128,0,14.553,15.072,17.291
306280,12.81,2.2E-05,0.503,27-Dec-19,15:53:04,1.757,-0.002,1.759,-0.001,17.36,-0.017,17.316,0.045061,0.063,-0.013,1.75,0,0,50,0,17.36,,0.199,0.221,0.265,13.9,13.517,12.752
306384,12.813,2.13E-05,0.504,27-Dec-19,15:53:06,1.75,0.003,1.747,0.002,17.338,0.029,17.223,0.04508,0.064,-0.013,1.75,0,0,50,0,17.338,,0.39,0.358,0.286,10.571,11.13,12.372
306410,12.821,2.17E-05,0.505,27-Dec-19,15:53:07,1.752,0.004,1.748,0.002,17.379,0.038,17.237,0.045463,0.063,-0.013,1.75,0,0,50,0,17.379,,0.227,0.251,0.301,13.437,13.008,12.151
306488,12.825,2.06E-05,0.505,27-Dec-19,15:53:08,1.753,0.001,1.751,0.001,17.396,0.013,17.295,0.04522,0.063,-0.014,1.75,0,0,50,0,17.396,,0.122,0.269,0,15.268,12.709,17.396
306514,12.831,1.95E-05,0.505,27-Dec-19,15:53:09,1.752,0.004,1.747,0.003,17.4,0.044,17.259,0.045314,0.063,-0.013,1.75,0,0,50,0,17.4,,0.369,0.192,0.31,10.978,14.063,12.007
306592,12.837,1.87E-05,0.505,27-Dec-19,15:53:10,1.748,0.002,1.746,0.001,17.366,0.021,17.246,0.04492,0.063,-0.013,1.75,0,0,50,0,17.366,,0.246,0.262,0.293,13.086,12.815,12.273
306696,12.837,1.96E-05,0.505,27-Dec-19,15:53:13,1.75,0.003,1.748,0.002,17.367,0.027,17.261,0.045121,0.063,-0.013,1.75,0,0,50,0,17.367,,0.188,0.224,0.268,14.097,13.479,12.712
306800,12.837,1.98E-05,0.505,27-Dec-19,15:53:15,1.756,0,1.755,0,17.432,0.001,17.339,0.045384,0.064,-0.013,1.75,0,0,50,0,17.432,,0.225,0.246,0.288,13.501,13.137,12.408
306904,12.837,2.05E-05,0.505,27-Dec-19,15:53:17,1.751,0.005,1.746,0.003,17.387,0.05,17.244,0.04506,0.064,-0.013,1.75,0,0,50,0,17.387,,0.231,0.245,0.274,13.375,13.125,12.623
307008,12.837,2.04E-05,0.505,27-Dec-19,15:53:19,1.747,0,1.747,0,17.334,-0.002,17.251,0.045218,0.063,-0.013,1.75,0,0,50,0,17.334,,0.237,0.257,0.298,13.229,12.876,12.17
307112,12.837,2.09E-05,0.505,27-Dec-19,15:53:21,1.747,-0.001,1.748,-0.001,17.332,-0.011,17.253,0.044952,0.063,-0.013,1.75,0,0,50,0,17.332,,0.176,0.214,0.251,14.281,13.623,12.983
307216,12.837,2.07E-05,0.505,27-Dec-19,15:53:23,1.748,-0.004,1.753,-0.002,17.342,-0.04,17.269,0.04501,0.063,-0.013,1.75,0,0,50,0,17.342,,0.387,0.173,0.239,10.627,14.334,13.19
307320,12.837,2.1E-05,0.505,27-Dec-19,15:53:25,1.746,0,1.746,0,17.313,-0.001,17.247,0.04535,0.063,-0.013,1.75,0,0,50,0,17.313,,0.231,0.244,0.27,13.309,13.083,12.632
307424,12.837,2.06E-05,0.505,27-Dec-19,15:53:27,1.749,0,1.75,0,17.38,-0.004,17.279,0.045381,0.063,-0.013,1.75,0,0,50,0,17.38,,0.411,0.103,0.267,10.244,15.589,12.746
307502,12.844,2.1E-05,0.506,27-Dec-19,15:53:29,1.746,0.007,1.738,0.004,17.365,0.073,17.169,0.045501,0.064,-0.013,1.75,0,0,50,0,17.365,,0.148,0.18,0.249,14.8,14.236,13.049
307528,12.844,2.08E-05,0.506,27-Dec-19,15:53:29,1.749,0.002,1.748,0.001,17.396,0.017,17.261,0.045102,0.064,-0.013,1.75,0,0,50,0,17.396,,0.208,0.244,0,13.775,13.158,17.396
307632,12.853,2.08E-05,0.506,27-Dec-19,15:53:32,1.745,0.001,1.744,0.001,17.383,0.01,17.23,0.045652,0.063,-0.013,1.75,0,0,50,0,17.383,,0.208,0.226,0.263,13.767,13.448,12.81
307684,12.854,2.13E-05,0.506,27-Dec-19,15:53:33,1.749,0.005,1.743,0.003,17.42,0.055,17.22,0.045428,0.064,-0.013,1.75,0,0,50,0,17.42,,0.376,0.202,0.282,10.876,13.893,12.504
307736,12.857,2.17E-05,0.506,27-Dec-19,15:53:34,1.749,-0.003,1.751,-0.001,17.422,-0.025,17.273,0.04521,0.064,-0.013,1.75,0,0,50,0,17.422,,0.158,0.101,0.281,14.674,15.661,12.522
307840,12.857,2.16E-05,0.506,27-Dec-19,15:53:36,1.746,-0.001,1.747,0,17.4,-0.007,17.249,0.045187,0.063,-0.013,1.75,0,0,50,0,17.4,,0.222,0.237,0.267,13.541,13.281,12.761
307944,12.858,2.19E-05,0.506,27-Dec-19,15:53:38,1.747,0.002,1.745,0.001,17.398,0.018,17.239,0.045001,0.064,-0.013,1.75,0,0,50,0,17.398,,0.244,0.264,0.304,13.159,12.807,12.102
308048,12.867,2.42E-05,0.507,27-Dec-19,15:53:40,1.744,0.001,1.743,0.001,17.399,0.011,17.268,0.045543,0.064,-0.013,1.75,0,0,50,0,17.399,,0.139,0.237,0.297,14.989,13.278,12.228
308048,12.867,2.47E-05,0.507,27-Dec-19,15:53:40,1.744,0.001,1.743,0.001,17.399,0.011,17.268,0.045543,0.064,-0.013,1.75,0,0,50,0,17.399,,0.139,0.237,0.297,14.989,13.278,12.228
308152,12.879,2.53E-05,0.507,27-Dec-19,15:53:42,1.75,0.003,1.747,0.002,17.485,0.034,17.304,0.045778,0.064,-0.013,1.75,0,0,50,0,17.485,,0.101,0.258,0.285,15.726,12.979,12.496
308152,12.879,2.62E-05,0.507,27-Dec-19,15:53:42,1.75,0.003,1.747,0.002,17.485,0.034,17.309,0.045778,0.064,-0.013,1.75,0,0,50,0,17.485,,0.101,0.258,0.285,15.726,12.979,12.496
308256,12.882,2.64E-05,0.507,27-Dec-19,15:53:45,1.749,-0.002,1.751,-0.001,17.46,-0.023,17.346,0.045479,0.064,-0.013,1.75,0,0,50,0,17.46,,0.122,0.189,0.268,15.325,14.156,12.78
308360,12.882,2.64E-05,0.507,27-Dec-19,15:53:47,1.754,0.005,1.749,0.003,17.519,0.053,17.348,0.045934,0.064,-0.013,1.75,0,0,50,0,17.519,,0.247,0.261,0.291,13.197,12.94,12.426
308464,12.882,2.69E-05,0.507,27-Dec-19,15:53:48,1.753,0.001,1.751,0.001,17.506,0.014,17.383,0.045782,0.064,-0.013,1.75,0,0,50,0,17.506,,0.153,0.118,0.281,14.828,15.449,12.584
308568,12.882,2.66E-05,0.507,27-Dec-19,15:53:51,1.752,0.002,1.75,0.001,17.504,0.021,17.366,0.045677,0.064,-0.013,1.75,0,0,50,0,17.504,,0.192,0.153,0.291,14.15,14.833,12.41
308672,12.882,2.65E-05,0.507,27-Dec-19,15:53:53,1.755,0.002,1.752,0.001,17.531,0.025,17.404,0.045753,0.064,-0.013,1.75,0,0,50,0,17.531,,0.096,0.27,0,15.85,12.805,17.531
308776,12.888,2.98E-05,0.507,27-Dec-19,15:53:55,1.754,-0.003,1.757,-0.002,17.54,-0.033,17.431,0.045453,0.064,-0.013,1.75,0,0,50,0,17.54,,0.425,0.216,0.276,10.086,13.744,12.695
308854,12.893,2.94E-05,0.508,27-Dec-19,15:53:56,1.75,0.004,1.746,0.002,17.514,0.039,17.356,0.045863,0.064,-0.013,1.75,0,0,50,0,17.514,,0.233,0.246,0.273,13.44,13.206,12.736
308880,12.9,2.96E-05,0.508,27-Dec-19,15:53:57,1.75,0.007,1.743,0.004,17.531,0.068,17.327,0.046041,0.064,-0.013,1.75,0,0,50,0,17.531,,0.202,0.289,0,13.995,12.47,17.531
308984,12.9,2.97E-05,0.508,27-Dec-19,15:53:59,1.749,0.001,1.748,0.001,17.508,0.011,17.371,0.045882,0.064,-0.013,1.75,0,0,50,0,17.508,,0.223,0.241,0.279,13.606,13.28,12.629
309062,12.908,3.01E-05,0.508,27-Dec-19,15:54:01,1.75,0,1.75,0,17.543,-0.002,17.405,0.045995,0.064,-0.013,1.75,0,0,50,0,17.543,,0.215,0.237,0.281,13.774,13.385,12.606
309088,12.911,3.1E-05,0.508,27-Dec-19,15:54:01,1.746,-0.005,1.751,-0.003,17.513,-0.053,17.39,0.04607,0.064,-0.013,1.75,0,0,50,0,17.513,,0.189,0.155,0.277,14.209,14.802,12.661
309192,12.911,3.14E-05,0.508,27-Dec-19,15:54:03,1.746,0,1.746,0,17.498,0.002,17.401,0.045581,0.064,-0.013,1.75,0,0,50,0,17.498,,0.173,0.116,0,14.468,15.477,17.498
309296,12.911,3.12E-05,0.507,27-Dec-19,15:54:05,1.745,-0.003,1.748,-0.001,17.458,-0.025,17.388,0.045349,0.064,-0.013,1.75,0,0,50,0,17.458,,0.107,0.19,0.245,15.589,14.146,13.184
309400,12.911,3.16E-05,0.506,27-Dec-19,15:54:07,1.748,0.002,1.746,0.001,17.431,0.024,17.395,0.045473,0.064,-0.013,1.75,0,0,50,0,17.431,,0.193,0.256,0,14.061,12.962,17.431
309504,12.911,3.12E-05,0.506,27-Dec-19,15:54:10,1.749,0.001,1.749,0,17.418,0.007,17.423,0.045548,0.064,-0.013,1.75,0,0,50,0,17.418,,0.231,0.253,0.298,13.394,13.008,12.235
309608,12.911,3.11E-05,0.506,27-Dec-19,15:54:12,1.749,-0.001,1.749,0,17.437,-0.006,17.428,0.045504,0.064,-0.013,1.75,0,0,50,0,17.437,,0.228,0.244,0.274,13.459,13.191,12.655
309712,12.911,3.05E-05,0.506,27-Dec-19,15:54:14,1.749,0.002,1.747,0.001,17.446,0.02,17.413,0.045771,0.064,-0.014,1.75,0,0,50,0,17.446,,0.225,0.249,0.298,13.522,13.098,12.25
309816,12.911,3.01E-05,0.507,27-Dec-19,15:54:16,1.75,0.001,1.749,0.001,17.48,0.013,17.45,0.045728,0.064,-0.013,1.75,0,0,50,0,17.48,,0.218,0.251,0,13.67,13.087,17.48
309920,12.911,2.96E-05,0.508,27-Dec-19,15:54:18,1.752,0.001,1.75,0.001,17.549,0.014,17.461,0.045846,0.064,-0.013,1.75,0,0,50,0,17.549,,0.216,0.256,0,13.756,13.053,17.549
310024,12.911,2.91E-05,0.508,27-Dec-19,15:54:20,1.755,0.004,1.751,0.002,17.604,0.036,17.472,0.045927,0.064,-0.013,1.75,0,0,50,0,17.604,,0.214,0.238,0.286,13.836,13.413,12.566
310128,12.915,2.84E-05,0.508,27-Dec-19,15:54:22,1.749,-0.002,1.751,-0.001,17.537,-0.022,17.474,0.045723,0.064,-0.013,1.75,0,0,50,0,17.537,,0.222,0.236,0.266,13.648,13.391,12.877
310232,12.915,2.81E-05,0.508,27-Dec-19,15:54:24,1.749,0.003,1.746,0.002,17.531,0.029,17.444,0.04601,0.064,-0.013,1.75,0,0,50,0,17.531,,0.205,0.227,0.271,13.934,13.549,12.78
310336,12.915,2.79E-05,0.508,27-Dec-19,15:54:27,1.753,-0.002,1.754,-0.001,17.588,-0.016,17.51,0.04599,0.064,-0.013,1.75,0,0,50,0,17.588,,0.212,0.229,0.263,13.86,13.558,12.954
310362,12.918,2.77E-05,0.509,27-Dec-19,15:54:27,1.752,0.003,1.749,0.002,17.587,0.032,17.47,0.046094,0.065,-0.013,1.75,0,0,50,0,17.587,,0.224,0.241,0.274,13.643,13.35,12.763
310440,12.924,2.71E-05,0.509,27-Dec-19,15:54:29,1.753,0.003,1.75,0.002,17.615,0.034,17.488,0.046035,0.064,-0.013,1.75,0,0,50,0,17.615,,0.225,0.269,0,13.66,12.87,17.615
310544,12.924,2.66E-05,0.509,27-Dec-19,15:54:31,1.749,0.002,1.747,0.001,17.558,0.017,17.464,0.046054,0.064,-0.013,1.75,0,0,50,0,17.558,,0.223,0.242,0.279,13.642,13.316,12.663
310648,12.93,2.63E-05,0.509,27-Dec-19,15:54:33,1.753,0.002,1.751,0.001,17.621,0.017,17.501,0.046107,0.065,-0.013,1.75,0,0,50,0,17.621,,0.222,0.239,0.273,13.706,13.408,12.812
310648,12.93,2.63E-05,0.509,27-Dec-19,15:54:33,1.753,0.002,1.751,0.001,17.621,0.017,17.501,0.046107,0.065,-0.013,1.75,0,0,50,0,17.621,,0.222,0.239,0.273,13.706,13.408,12.812
310726,12.947,2.54E-05,0.51,27-Dec-19,15:54:34,1.753,0.005,1.748,0.003,17.657,0.048,17.526,0.046274,0.065,-0.013,1.75,0,0,50,0,17.657,,0.141,0.116,0,15.161,15.612,17.657
310752,12.954,2.55E-05,0.51,27-Dec-19,15:54:35,1.75,0.008,1.742,0.005,17.643,0.081,17.47,0.046289,0.065,-0.013,1.75,0,0,50,0,17.643,,0.319,0.138,0,12.007,15.216,17.643
310856,12.954,2.54E-05,0.51,27-Dec-19,15:54:37,1.752,0.002,1.75,0.001,17.663,0.022,17.549,0.046203,0.065,-0.013,1.75,0,0,50,0,17.663,,0.188,0.221,0.26,14.341,13.768,13.076
310960,12.957,2.58E-05,0.51,27-Dec-19,15:54:39,1.747,-0.001,1.748,-0.001,17.621,-0.012,17.523,0.046626,0.065,-0.013,1.75,0,0,50,0,17.621,,0.366,0.298,0,11.172,12.367,17.621
311038,12.96,2.48E-05,0.51,27-Dec-19,15:54:41,1.75,0.002,1.748,0.001,17.657,0.016,17.534,0.046309,0.065,-0.013,1.75,0,0,50,0,17.657,,0.227,0.247,0.287,13.65,13.295,12.585
311064,12.965,2.57E-05,0.51,27-Dec-19,15:54:41,1.748,0.002,1.746,0.001,17.654,0.022,17.515,0.04637,0.065,-0.013,1.75,0,0,50,0,17.654,,0.181,0.155,0.104,14.457,14.914,15.826
311168,12.966,2.6E-05,0.51,27-Dec-19,15:54:43,1.747,-0.001,1.748,-0.001,17.621,-0.014,17.52,0.045946,0.064,-0.013,1.75,0,0,50,0,17.621,,0.437,0.155,0,9.919,14.891,17.621
311272,12.966,2.68E-05,0.51,27-Dec-19,15:54:46,1.749,0.004,1.744,0.002,17.625,0.042,17.498,0.045905,0.065,-0.013,1.75,0,0,50,0,17.625,,0.11,0.15,0.231,15.678,14.979,13.545
311376,12.966,2.68E-05,0.51,27-Dec-19,15:54:48,1.749,0,1.749,0,17.62,0.003,17.546,0.046365,0.065,-0.013,1.75,0,0,50,0,17.62,,0.454,0.21,0.279,9.628,13.911,12.706
311480,12.966,2.72E-05,0.51,27-Dec-19,15:54:50,1.749,0,1.749,0,17.623,0.001,17.546,0.046277,0.065,-0.013,1.75,0,0,50,0,17.623,,0.111,0.185,0.25,15.665,14.371,13.213
311584,12.966,2.7E-05,0.51,27-Dec-19,15:54:52,1.747,0.004,1.743,0.002,17.59,0.042,17.481,0.04637,0.064,-0.013,1.75,0,0,50,0,17.59,,0.406,0.128,0,10.451,15.347,17.59
311688,12.966,2.71E-05,0.51,27-Dec-19,15:54:54,1.749,-0.003,1.753,-0.002,17.621,-0.034,17.545,0.046263,0.065,-0.013,1.75,0,0,50,0,17.621,,0.153,0.115,0.277,14.919,15.601,12.742
311792,12.966,2.68E-05,0.51,27-Dec-19,15:54:56,1.749,0.005,1.745,0.003,17.648,0.049,17.5,0.046209,0.065,-0.014,1.75,0,0,50,0,17.648,,0.148,0.117,0.289,15.029,15.576,12.554
311896,12.967,2.64E-05,0.511,27-Dec-19,15:54:58,1.747,0,1.746,0,17.645,0.005,17.519,0.046499,0.065,-0.013,1.75,0,0,50,0,17.645,,0.234,0.255,0.297,13.518,13.147,12.405
